co2_ppm,humidity_pct,light_lux,nh3_ko,oxidised_ko,pm10_ugm3,pm1_uhm3,pm25_ugm3,pressure_inhg,reduced_ko,temperature_f,timestamp
874.0,29.482262802217686,17.42775,120.78923766816149,28.980168994654253,27.0,16.0,27.0,25.309085328782444,314.66566378337734,79.98210268178954,2026-03-29T00:03:14.379282
873.0,29.415580056995434,17.42775,120.91617303895178,28.972842486421246,26.0,16.0,26.0,25.309023768177724,314.8051166290445,80.00871395192759,2026-03-29T00:03:19.620065
872.0,29.403489082325795,17.42775,121.01149425287355,28.98749676640511,26.0,17.0,26.0,25.309257012301842,314.66566378337734,80.11926536894252,2026-03-29T00:03:24.859037
871.0,29.32534220310402,17.42775,120.50429799426938,28.950870539562146,24.0,16.0,24.0,25.309269773398846,313.96996996997007,80.27449965845378,2026-03-29T00:03:30.098841
872.0,29.277387623404334,17.42775,120.75753228120521,28.950870539562146,26.0,17.0,25.0,25.309361373657037,314.66566378337734,80.27624541673134,2026-03-29T00:03:35.334053
871.0,29.343804912752965,17.42775,121.01149425287355,29.046164466304262,25.0,15.0,23.0,25.309357123586313,316.06493016232554,80.11853392925691,2026-03-29T00:03:40.560312
867.0,29.35023336888378,17.42775,121.10691823899369,29.0975651873597,27.0,16.0,24.0,25.309086385921766,316.20543806646543,80.14733964760507,2026-03-29T00:03:45.814604
866.0,29.36214225140157,17.42775,121.17059140751391,29.112262521588946,26.0,15.0,24.0,25.309023901021494,316.06493016232554,80.05412822192646,2026-03-29T00:03:51.046798
865.0,29.27173177384694,17.42775,121.17059140751391,29.13431804439838,27.0,16.0,25.0,25.308944988920935,315.924528301887,80.43077683094425,2026-03-29T00:03:56.289029
866.0,29.235453270755865,17.42775,121.61758875473059,29.185825410544517,25.0,16.0,24.0,25.309482052000263,316.9095724555431,80.26477976165327,2026-03-29T00:04:01.528291
